geometry,geometry_vertex_count,GMDE,BEZIRK,KT,Gemeinde,import_notes
"<Polygon><outerBoundaryIs><LinearRing><coordinates>10.2665207516,46.6854935595,0 10.2780653361,46.6918322752,0 10.2839352011,46.6865364229,0 10.309274251,46.6759439324,0 10.3168093206,46.6632130867,0 10.3335639788,46.6535246053,0 10.3854994095,46.6511930265,0 10.3954584416,46.6559045064,0 10.4036454006,46.6380816393,0 10.4104896155,46.6363276199,0 10.4474601198,46.6425409783,0 10.4926761579,46.6163883042,0 10.4858758746,46.606324695,0 10.48886953,46.5906234375,0 10.48590429,46.579493604,0 10.4764478972,46.5675919962,0 10.4791193834,46.5584540966,0 10.4736276395,46.5447895949,0 10.4604810473,46.5425739969,0 10.4541729906,46.5319375461,0 10.438068266,46.5386481776,0 10.4196311326,46.5525931797,0 10.3985022358,46.5451956633,0 10.3718513753,46.5551957955,0 10.3532269576,46.5571153776,0 10.3496202033,46.5502395658,0 10.3395630716,46.5439876582,0 10.3268266901,46.5529997834,0 10.3128434516,46.5479616208,0 10.2974361186,46.5512310989,0 10.2904238328,46.5684672702,0 10.2708825658,46.5789305864,0 10.2554814126,46.5725072631,0 10.2474136111,46.5762718237,0 10.2434364356,46.5934746108,0 10.2602425012,46.6117120966,0 10.2461416246,46.6234309509,0 10.2516491647,46.6275711077,0 10.2448999502,46.6397739235,0 10.2396383644,46.6419020287,0 10.2412282935,46.644329551,0 10.2585540457,46.6444418837,0 10.2808795519,46.6603163451,0 10.2686826671,46.6713420321,0 10.2665207516,46.6854935595,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",45,3847,1825,18,Val Müstair,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.80628292179,46.8341353659,0 9.81777253245,46.8581801974,0 9.84916347563,46.8603398143,0 9.86876922659,46.8548573528,0 9.87825492702,46.8484807934,0 9.890884193,46.8236293061,0 9.93386589861,46.8102592451,0 9.9492862072,46.8136927665,0 9.94622192859,46.8030758286,0 9.95650527157,46.7970438552,0 9.95863738665,46.7756641526,0 9.96834038809,46.764108029,0 9.96520962054,46.7560043157,0 9.95426397541,46.7521506444,0 9.93429955911,46.7508878913,0 9.94586575179,46.730957826,0 9.9608429954,46.7167117153,0 9.95674663653,46.6948483165,0 9.93066338693,46.6971678452,0 9.89616918247,46.682903154,0 9.88194221931,46.6855673557,0 9.86180301663,46.6943772058,0 9.83181675008,46.6763071877,0 9.8204847536,46.6847353253,0 9.7752094507,46.6715327496,0 9.75219665215,46.6779427418,0 9.74485862245,46.6974875236,0 9.73174556513,46.7019822835,0 9.71561178596,46.6950964012,0 9.72548976748,46.6827930899,0 9.71785582932,46.6748276847,0 9.71156994995,46.690442887,0 9.70296390918,46.689831168,0 9.69779514123,46.7088343842,0 9.67039878404,46.7310194341,0 9.6844869814,46.738969102,0 9.7029385076,46.74097141,0 9.71647245517,46.7486402538,0 9.72291843286,46.7607788306,0 9.73422813589,46.7677071703,0 9.72651066736,46.7769074591,0 9.74974740577,46.7887159054,0 9.7545096451,46.7976828078,0 9.77054813497,46.8012356116,0 9.77735725926,46.8086297556,0 9.79509848918,46.8132333906,0 9.80448869606,46.8192766606,0 9.80628292179,46.8341353659,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",48,3851,1830,18,Davos,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.72989640307,46.925829421,0 9.75309110387,46.922950747,0 9.76195589889,46.9137799113,0 9.75934247468,46.9122668933,0 9.77019717801,46.9096791844,0 9.76110492746,46.8919625338,0 9.76963742494,46.8780004951,0 9.77080494154,46.8673922873,0 9.72465465915,46.8526548803,0 9.70344121311,46.8629502793,0 9.71060280574,46.8687842981,0 9.71558962151,46.8821133394,0 9.73442446332,46.887298963,0 9.73237073245,46.897933382,0 9.71327596261,46.9087187226,0 9.7172940068,46.9167568801,0 9.72989640307,46.925829421,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,3861,1830,18,Fideris,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.62937637581,46.9500986722,0 9.64464576529,46.9570774128,0 9.6612014233,46.956604365,0 9.66366827616,46.9593554265,0 9.67022427211,46.9592728893,0 9.68208260444,46.9552162844,0 9.67085006237,46.9483978322,0 9.6793504643,46.9483308297,0 9.69238260574,46.9381841298,0 9.68314273657,46.9246046851,0 9.69166937713,46.9017571293,0 9.68901419928,46.8935383492,0 9.67826744998,46.8823372208,0 9.68277855519,46.8775147806,0 9.67686361144,46.8678476563,0 9.67534194679,46.866599426,0 9.64017744817,46.8666878616,0 9.63355796096,46.8749060184,0 9.64779903453,46.882920747,0 9.65664900962,46.8931714109,0 9.64750476517,46.9166580388,0 9.63707216467,46.9239507683,0 9.63211270389,46.9279608238,0 9.63662151773,46.9360551727,0 9.62920676879,46.9404631668,0 9.62937637581,46.9500986722,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",26,3862,1830,18,Furna,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.7056854683,46.9516915345,0 9.72989640307,46.925829421,0 9.7172940068,46.9167568801,0 9.71327596261,46.9087187226,0 9.73237073245,46.897933382,0 9.73442446332,46.887298963,0 9.71558962151,46.8821133394,0 9.71060280574,46.8687842981,0 9.70344121311,46.8629502793,0 9.6831983786,46.8693344963,0 9.67686361144,46.8678476563,0 9.68277855519,46.8775147806,0 9.67826744998,46.8823372208,0 9.68901419928,46.8935383492,0 9.69166937713,46.9017571293,0 9.68314273657,46.9246046851,0 9.69238260574,46.9381841298,0 9.6793504643,46.9483308297,0 9.67085006237,46.9483978322,0 9.68208260444,46.9552162844,0 9.69179324443,46.9557726643,0 9.7056854683,46.9516915345,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,3863,1830,18,Jenaz,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.79678234763,46.8561669624,0 9.80954424185,46.8712488385,0 9.81594487644,46.8854087339,0 9.82387698422,46.9014534949,0 9.84153525468,46.9054762719,0 9.86341447373,46.8979042189,0 9.88384071063,46.8974874726,0 9.90482056217,46.9200160867,0 9.91735686813,46.9235166017,0 9.94755914178,46.9136416302,0 9.96039472636,46.9173289239,0 9.96800762245,46.9135695302,0 9.97919915758,46.9171830576,0 9.98269488296,46.9077803219,0 9.99162681124,46.9036479086,0 10.0211407673,46.9001681585,0 10.0532377887,46.8780519223,0 10.0521503773,46.8664830213,0 10.0562329851,46.8629961002,0 10.0896459121,46.8613980431,0 10.0982595786,46.8500810391,0 10.0796114325,46.8366421221,0 10.0739063516,46.8361257282,0 10.0634928474,46.8143748157,0 10.0342385915,46.8116138173,0 10.0219312557,46.796392533,0 10.0012991842,46.7949851814,0 9.99045926203,46.784183433,0 9.98857590379,46.7740181038,0 9.96834038809,46.764108029,0 9.95863738665,46.7756641526,0 9.95650527157,46.7970438552,0 9.94622192859,46.8030758286,0 9.9492862072,46.8136927665,0 9.93386589861,46.8102592451,0 9.890884193,46.8236293061,0 9.87825492702,46.8484807934,0 9.86876922659,46.8548573528,0 9.84916347563,46.8603398143,0 9.81777253245,46.8581801974,0 9.80628292179,46.8341353659,0 9.79855265125,46.8384984996,0 9.80685087301,46.8515125831,0 9.79678234763,46.8561669624,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",44,3871,1830,18,Klosters-Serneus,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.77080494154,46.8673922873,0 9.76963742494,46.8780004951,0 9.76110492746,46.8919625338,0 9.77019717801,46.9096791844,0 9.7955434196,46.9120400761,0 9.81629706759,46.9043564025,0 9.81254857885,46.8878733967,0 9.81594487644,46.8854087339,0 9.80954424185,46.8712488385,0 9.79678234763,46.8561669624,0 9.78850487724,46.8553023578,0 9.78782309451,46.8595195686,0 9.77080494154,46.8673922873,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,3881,1830,18,Conters im PrA$?ttigau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>9.8000012869,46.9423514072,0 9.82253265487,46.9401294527,0 9.8365783013,46.933895842,0 9.82224401288,46.926814824,0 9.79555141435,46.9218053069,0 9.79087867378,46.9128920822,0 9.7955434196,46.9120400761,0 9.77019717801,46.9096791844,0 9.77582749634,46.9255938574,0 9.8000012869,46.9423514072,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,3882,1830,18,Küblis,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.94755615496,47.4865519302,0 7.95045531867,47.4927188611,0 7.96059539881,47.4954531471,0 7.98551293667,47.49332331,0 7.99708608059,47.4895081063,0 7.99576154517,47.4834157091,0 7.98735249848,47.4709254417,0 7.97502115985,47.4610434113,0 7.96782788335,47.4632983414,0 7.95789354757,47.456587843,0 7.95732271402,47.4606202932,0 7.94981889835,47.4651422992,0 7.94106075086,47.463399557,0 7.94755615496,47.4865519302,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,4181,1906,19,Wittnau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.06941812747,47.4830830133,0 8.07642325911,47.4907266463,0 8.09458691718,47.4827632999,0 8.10694344281,47.4776732469,0 8.11596902428,47.4706134021,0 8.11912963254,47.4615184977,0 8.11335225268,47.4588446909,0 8.10146068039,47.4593271785,0 8.09346179965,47.4581853059,0 8.08156237924,47.4668066165,0 8.07521251273,47.4671745294,0 8.07928208297,47.4757426525,0 8.07192872228,47.479956932,0 8.06941812747,47.4830830133,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,4183,1906,19,Zeihen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.17547864795,47.320750886,0 8.17370823461,47.3238027763,0 8.18085347849,47.3172080595,0 8.18966255068,47.3208843798,0 8.19941692631,47.3221069222,0 8.2013707229,47.3171822649,0 8.19967501818,47.3058765825,0 8.19204091448,47.3038036312,0 8.17547864795,47.320750886,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,4192,1907,19,Boniswil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.38374964482,47.1621755677,0 8.37968138212,47.1633604632,0 8.38166866696,47.1728354915,0 8.40134512269,47.1848628297,0 8.4035984136,47.1780965939,0 8.41290373121,47.174644509,0 8.41551443539,47.158653518,0 8.40618353921,47.1568790756,0 8.38374964482,47.1621755677,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,4237,1908,19,Oberrüti,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.81924228932,47.5363641235,0 7.81928394797,47.547760587,0 7.83207213863,47.5559483037,0 7.83627850817,47.5640563675,0 7.83839825822,47.5843954522,0 7.84692778773,47.5836461956,0 7.87033972802,47.5901997151,0 7.88835353536,47.5898795026,0 7.89899072033,47.5852954234,0 7.87909130373,47.5712596611,0 7.87057926517,47.5558653716,0 7.85337907175,47.5482914035,0 7.85347430886,47.5366515756,0 7.84743707964,47.5340374708,0 7.8343230079,47.535216298,0 7.81924228932,47.5363641235,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",16,4254,1909,19,Möhlin,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.92932754796,46.3704371587,0 8.90475300131,46.3813127384,0 8.90114301355,46.3785879045,0 8.89478568244,46.3805413956,0 8.90236496225,46.3891901024,0 8.91510151998,46.3922643286,0 8.92263601887,46.4029009553,0 8.93026531381,46.4069400891,0 8.93198860892,46.3986569286,0 8.94156695745,46.38993693,0 8.92932754796,46.3704371587,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,5064,2103,21,Bodio,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.81055634727,46.481758788,0 8.79882108698,46.4838795161,0 8.79813747737,46.486227193,0 8.81445357066,46.5069962324,0 8.81192409928,46.5187693055,0 8.82817918491,46.5172669925,0 8.82101843538,46.5099309073,0 8.81055634727,46.481758788,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,5066,2103,21,Calpiogna,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.81055634727,46.481758788,0 8.82101843538,46.5099309073,0 8.82817918491,46.5172669925,0 8.83975415768,46.5127427861,0 8.81873911,46.4808318191,0 8.81055634727,46.481758788,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,5067,2103,21,Campello,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.88504739044,46.4039715318,0 8.87475174443,46.4105991013,0 8.86685705106,46.4210467273,0 8.89700409014,46.4374719051,0 8.89932598808,46.4318631123,0 8.91397272816,46.4201107789,0 8.88504739044,46.4039715318,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",7,5068,2103,21,Cavagnago,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.83059848467,46.3796381501,0 8.81370681016,46.3887704334,0 8.78878874648,46.3949186518,0 8.76671068854,46.399885352,0 8.75473750615,46.4065484786,0 8.74323750817,46.4070412658,0 8.7393046865,46.428564532,0 8.71015234664,46.4423018279,0 8.70835945538,46.4546759916,0 8.75325408095,46.4457248523,0 8.7641504148,46.441504031,0 8.77056914637,46.4325658454,0 8.77818666181,46.4343207642,0 8.79036445767,46.4451359608,0 8.77785816381,46.4510609517,0 8.77549824296,46.4572524076,0 8.7808952018,46.4633073732,0 8.79699023939,46.466445219,0 8.81356219721,46.4616117272,0 8.84470109597,46.4397247425,0 8.85329937354,46.4325363163,0 8.85556478829,46.4255974481,0 8.85814676295,46.4223258242,0 8.85495204647,46.4111000382,0 8.84682246435,46.408636792,0 8.83645736043,46.3951058411,0 8.84527451994,46.3915774961,0 8.84380334048,46.3849820942,0 8.83059848467,46.3796381501,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",29,5070,2103,21,Chironico,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.70835945538,46.4546759916,0 8.71386305693,46.4606158909,0 8.74214056557,46.4599348186,0 8.76217092849,46.4633292473,0 8.76518756463,46.4812450176,0 8.77191968435,46.4875097685,0 8.77719135863,46.483641609,0 8.78788984635,46.4790879856,0 8.79833145007,46.4705952621,0 8.79699023939,46.466445219,0 8.7808952018,46.4633073732,0 8.77549824296,46.4572524076,0 8.77785816381,46.4510609517,0 8.79036445767,46.4451359608,0 8.77818666181,46.4343207642,0 8.77056914637,46.4325658454,0 8.7641504148,46.441504031,0 8.75325408095,46.4457248523,0 8.70835945538,46.4546759916,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,5071,2103,21,Dalpe,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.81055634727,46.481758788,0 8.81873911,46.4808318191,0 8.83975415768,46.5127427861,0 8.85803183935,46.5074499796,0 8.8641901274,46.5027658143,0 8.87135970616,46.4792083344,0 8.86533794213,46.4731203917,0 8.86731036921,46.4688934355,0 8.85393156916,46.4667394706,0 8.8625331966,46.4531166435,0 8.85968981349,46.4479513294,0 8.84470109597,46.4397247425,0 8.81356219721,46.4616117272,0 8.79699023939,46.466445219,0 8.79833145007,46.4705952621,0 8.78788984635,46.4790879856,0 8.78870646808,46.4867715935,0 8.79813747737,46.486227193,0 8.79882108698,46.4838795161,0 8.81055634727,46.481758788,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,5072,2103,21,Faido,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.83059848467,46.3796381501,0 8.84380334048,46.3849820942,0 8.84527451994,46.3915774961,0 8.83645736043,46.3951058411,0 8.84682246435,46.408636792,0 8.85495204647,46.4111000382,0 8.85814676295,46.4223258242,0 8.85556478829,46.4255974481,0 8.86685705106,46.4210467273,0 8.87475174443,46.4105991013,0 8.88504739044,46.4039715318,0 8.90236496225,46.3891901024,0 8.89478568244,46.3805413956,0 8.89191231211,46.3834577153,0 8.8624145725,46.3682831695,0 8.84435115727,46.3644595011,0 8.83241847744,46.3679811986,0 8.83059848467,46.3796381501,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,5073,2103,21,Giornico,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.77719135863,46.483641609,0 8.79232998882,46.4936299549,0 8.79379532278,46.499083287,0 8.78495145985,46.5181022563,0 8.78879134222,46.5215479313,0 8.801638625,46.5233921481,0 8.81192409928,46.5187693055,0 8.81445357066,46.5069962324,0 8.79813747737,46.486227193,0 8.78870646808,46.4867715935,0 8.78788984635,46.4790879856,0 8.77719135863,46.483641609,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,5074,2103,21,Mairengo,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.77719135863,46.483641609,0 8.77191968435,46.4875097685,0 8.74924581321,46.4899331674,0 8.74404823146,46.4975242916,0 8.75000450955,46.4997501694,0 8.75358556598,46.5066372,0 8.74984550899,46.5082550613,0 8.74991338586,46.516442404,0 8.75503595601,46.526100965,0 8.76903007111,46.5263429401,0 8.78495145985,46.5181022563,0 8.79379532278,46.499083287,0 8.79232998882,46.4936299549,0 8.77719135863,46.483641609,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,5075,2103,21,Osco,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.84435115727,46.3644595011,0 8.8624145725,46.3682831695,0 8.89191231211,46.3834577153,0 8.89478568244,46.3805413956,0 8.90114301355,46.3785879045,0 8.90475300131,46.3813127384,0 8.92932754796,46.3704371587,0 8.9315893974,46.3652333348,0 8.95524635618,46.3573155266,0 8.9236931103,46.3355346353,0 8.9131916039,46.321004619,0 8.90451788983,46.3181928074,0 8.90013595933,46.308819268,0 8.88524181366,46.3063561066,0 8.88548133978,46.3119409527,0 8.87288375925,46.3217203505,0 8.85488455447,46.3222888479,0 8.84817849323,46.3281313532,0 8.86050795818,46.3386580651,0 8.86381485483,46.348334557,0 8.85334875797,46.3530998058,0 8.84435115727,46.3644595011,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,5076,2103,21,Personico,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.95524635618,46.3573155266,0 8.9315893974,46.3652333348,0 8.92932754796,46.3704371587,0 8.94156695745,46.38993693,0 8.94723900593,46.3895466479,0 8.94927608386,46.3809710562,0 8.9549232054,46.379257944,0 8.96499654898,46.3722119485,0 8.96118716638,46.3615370857,0 8.95524635618,46.3573155266,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,5077,2103,21,Pollegio,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.69271487689,46.4779473763,0 8.71333711403,46.4936260322,0 8.72715990874,46.4979870317,0 8.74404823146,46.4975242916,0 8.74924581321,46.4899331674,0 8.77191968435,46.4875097685,0 8.76518756463,46.4812450176,0 8.76217092849,46.4633292473,0 8.74214056557,46.4599348186,0 8.71386305693,46.4606158909,0 8.70356423157,46.4740299537,0 8.69271487689,46.4779473763,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,5078,2103,21,Prato (Leventina),
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.74404823146,46.4975242916,0 8.72715990874,46.4979870317,0 8.71333711403,46.4936260322,0 8.69271487689,46.4779473763,0 8.69062126944,46.4758379875,0 8.66802631278,46.4833910489,0 8.6485351649,46.4837803,0 8.63459245805,46.4924128272,0 8.65356307077,46.5075977081,0 8.64885193065,46.5113820479,0 8.663445356,46.5233457049,0 8.67510032126,46.5490881651,0 8.69149791168,46.5644749039,0 8.69293607013,46.5719272345,0 8.70643548563,46.5750708047,0 8.71846708056,46.572362711,0 8.72952718749,46.5776544687,0 8.74507244931,46.5734999589,0 8.75188915029,46.57749753,0 8.78637330219,46.5689510867,0 8.78213702627,46.5675345281,0 8.78604026318,46.5618646186,0 8.76903007111,46.5263429401,0 8.75503595601,46.526100965,0 8.74991338586,46.516442404,0 8.74984550899,46.5082550613,0 8.75358556598,46.5066372,0 8.75000450955,46.4997501694,0 8.74404823146,46.4975242916,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",29,5079,2103,21,Quinto,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.88504739044,46.4039715318,0 8.91397272816,46.4201107789,0 8.91864833059,46.4174133634,0 8.92583852464,46.4115423871,0 8.93026531381,46.4069400891,0 8.92263601887,46.4029009553,0 8.91510151998,46.3922643286,0 8.90236496225,46.3891901024,0 8.88504739044,46.4039715318,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,5081,2103,21,Sobrio,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.6967099093,46.1489867184,0 8.69741304654,46.1502835609,0 8.71652433625,46.1575640215,0 8.76996344244,46.1629300872,0 8.77616057811,46.1674458012,0 8.79724359864,46.1502688347,0 8.78620546129,46.1468199645,0 8.76794370068,46.1560434643,0 8.74120729047,46.150128597,0 8.74773109833,46.1549299863,0 8.73495675373,46.1584066198,0 8.71554249567,46.1560005089,0 8.6967099093,46.1489867184,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,5091,2104,21,Ascona,
